experiment,mean_actual_mix_ratio
basic_cutmix_alpha0.2_p0.5,0.4993333333333333
basic_mixup_alpha0.2_p0.5,0.4993333333333333
morejitter_cutmix_alpha0.2_p0.5,0.4993333333333333
morejitter_mixup_alpha0.2_p0.5,0.4993333333333333
no_aug_cutmix_alpha0.2_p0.5,0.4993333333333333
no_aug_mixup_alpha0.2_p0.5,0.4993333333333333
rotationaug_cutmix_alpha0.2_p0.5,0.4993333333333333
rotationaug_mixup_alpha0.2_p0.5,0.4993333333333333
