experiment,epoch,seed,mix_alpha,augmentation,batch_mix,train_loss,train_accuracy,val_loss,val_accuracy
no_aug_mixup_alpha0.2,6,42,0.2,none,mixup,2.0315611514871885,65.64723072270192,1.091506142253449,78.12864134234444
no_aug_mixup_alpha0.2,7,42,0.2,none,mixup,1.9072119122168325,66.41930187816311,0.9408737028903601,80.19109764623632
no_aug_mixup_alpha0.2,8,42,0.2,none,mixup,1.6982240700924431,70.3877712394886,0.8479319704604077,81.08832439990678
no_aug_mixup_alpha0.2,9,42,0.2,none,mixup,1.6441464153880536,71.00085448464154,0.7752311185950361,82.03216033558611
no_aug_mixup_alpha0.2,10,42,0.2,none,mixup,1.5852431436939465,71.7496937950912,0.7368297439664985,82.37007690515031
no_aug_mixup_alpha0.2,11,42,0.2,none,mixup,1.5154671452009274,73.38754736315849,0.6997212170026598,82.55651363318574
no_aug_mixup_alpha0.2,12,42,0.2,none,mixup,1.493450674936759,73.83293808161382,0.681170342866426,83.01095315777208
no_aug_mixup_alpha0.2,13,42,0.2,none,mixup,1.402018213395298,75.66356923651217,0.6574406556193019,83.09251922628758
no_aug_mixup_alpha0.2,14,42,0.2,none,mixup,1.3458345899742472,76.38715461708139,0.6335482589572328,83.65182941039384
no_aug_mixup_alpha0.2,15,42,0.2,none,mixup,1.3258087279290274,77.20856730251101,0.6139484754158216,84.12957352598463
no_aug_mixup_alpha0.2,16,42,0.2,none,mixup,1.2876502682435789,78.03865789678724,0.6105187721767505,83.75670006991378
no_aug_mixup_alpha0.2,17,42,0.2,none,mixup,1.2947079935040469,78.05490758822467,0.5974983491421968,84.14122582148683
no_aug_mixup_alpha0.2,18,42,0.2,none,mixup,1.1977109069684324,79.91570588939152,0.5950112551679925,84.05965975297134
no_aug_mixup_alpha0.2,19,42,0.2,none,mixup,1.2283883087087382,79.30729966286137,0.5867795283853855,84.08296434397576
no_aug_mixup_alpha0.2,20,42,0.2,none,mixup,1.146762395942384,81.32362533910647,0.5741856502392052,84.39757632253554
no_aug_cutmix_alpha0.2,1,42,0.2,none,cutmix,4.641815633530576,6.18226360297933,4.218015325511149,26.53227685854113
no_aug_cutmix_alpha0.2,2,42,0.2,none,cutmix,4.212396939688274,24.22965510461353,3.3942240883603403,53.22768585411326
no_aug_cutmix_alpha0.2,3,42,0.2,none,cutmix,3.7504466048557177,35.29849890877857,2.611315903533619,63.58657655558145
no_aug_cutmix_alpha0.2,4,42,0.2,none,cutmix,3.3467113349731417,42.5498104315749,2.042950703030393,69.61081333022605
no_aug_cutmix_alpha0.2,5,42,0.2,none,cutmix,3.03698338920185,46.97847889481372,1.6225706281653098,72.33745047774411
no_aug_cutmix_alpha0.2,6,42,0.2,none,cutmix,2.806500512632773,49.51994334169422,1.3595610358058865,74.91260778373339
no_aug_cutmix_alpha0.2,7,42,0.2,none,cutmix,2.6374838131629423,51.0690102129054,1.163626696062766,77.60428804474482
no_aug_cutmix_alpha0.2,8,42,0.2,none,cutmix,2.5229858714633235,52.31955545152508,1.03849398770329,78.80447448147285
no_aug_cutmix_alpha0.2,9,42,0.2,none,cutmix,2.4137487131707926,53.868229140974975,0.9241655618403792,80.29596830575623
no_aug_cutmix_alpha0.2,10,42,0.2,none,cutmix,2.3459481918865452,55.29334774598913,0.8774919511137851,80.80866930785365
no_aug_cutmix_alpha0.2,11,42,0.2,none,cutmix,2.2773233447239427,56.263975477099095,0.8195931344175639,81.55441621999535
no_aug_cutmix_alpha0.2,12,42,0.2,none,cutmix,2.302461456429821,55.46697528350814,0.7897325675683654,82.12537869960383
no_aug_cutmix_alpha0.2,13,42,0.2,none,cutmix,2.0920651232745175,60.23975602545157,0.7524318092493321,82.33512001864368
no_aug_cutmix_alpha0.2,14,42,0.2,none,cutmix,2.046753480526224,60.14150942142571,0.7147537172465745,83.06921463528315
no_aug_cutmix_alpha0.2,15,42,0.2,none,cutmix,2.0532558083156682,60.2252612892965,0.6910720937348168,83.24399906781636
no_aug_cutmix_alpha0.2,16,42,0.2,none,cutmix,2.03809383758447,60.39244376879566,0.6894509445895851,83.67513400139828
no_aug_cutmix_alpha0.2,17,42,0.2,none,cutmix,2.021368789800029,60.63669834507914,0.6629619365720809,83.97809368445584
no_aug_cutmix_alpha0.2,18,42,0.2,none,cutmix,1.9974046672338406,61.18058699090161,0.6511931386799058,84.22279189000233
no_aug_cutmix_alpha0.2,19,42,0.2,none,cutmix,1.9760307791948835,61.10199050500759,0.6508281248428693,84.01305057096248
no_aug_cutmix_alpha0.2,20,42,0.2,none,cutmix,1.894188693531912,63.24544604160209,0.6398836794890771,84.43253320904218
basic_mixup_alpha0.2,1,42,0.2,basic,mixup,4.5319069342765035,11.185943209951255,4.001888059841895,37.287345607084596
basic_mixup_alpha0.2,2,42,0.2,basic,mixup,3.8377524675737122,38.226605552158794,2.9501444330528828,59.228618037753435
basic_mixup_alpha0.2,3,42,0.2,basic,mixup,3.190137582136047,49.27866686070865,2.120433641463497,67.51340013982755
basic_mixup_alpha0.2,4,42,0.2,basic,mixup,2.633181851592575,57.9665062704995,1.6178485741011888,73.47937543696108
basic_mixup_alpha0.2,5,42,0.2,basic,mixup,2.2727894883172515,62.74815795077108,1.2831344918142358,76.2642740619902
basic_mixup_alpha0.2,6,42,0.2,basic,mixup,2.050284358397546,64.69190973866078,1.0902024864372577,78.2568165928688
basic_mixup_alpha0.2,7,42,0.2,basic,mixup,1.9284783430070873,65.78985711963863,0.9431245198646533,80.13283616872523
basic_mixup_alpha0.2,8,42,0.2,basic,mixup,1.7253902381132953,69.51907386026399,0.853130790534983,80.96014914938243
basic_mixup_alpha0.2,9,42,0.2,basic,mixup,1.6723509189744337,69.9460986697884,0.7788113878896202,82.00885574458168
basic_mixup_alpha0.2,10,42,0.2,basic,mixup,1.621203368823714,70.41619956987337,0.7414520919753577,82.39338149615475
basic_mixup_alpha0.2,11,42,0.2,basic,mixup,1.5540060593617282,72.3266082341287,0.7050030023949987,82.6846888837101
basic_mixup_alpha0.2,12,42,0.2,basic,mixup,1.5377271489752076,71.89918338375638,0.681373202559054,83.1041715217898
basic_mixup_alpha0.2,13,42,0.2,basic,mixup,1.4510320183693877,73.89032539035809,0.6599460272237822,83.41878350034956
basic_mixup_alpha0.2,14,42,0.2,basic,mixup,1.3931246698449147,74.60237682046267,0.6290026255641276,83.74504777441156
basic_mixup_alpha0.2,15,42,0.2,basic,mixup,1.3771654631042702,75.35741628426038,0.6115961060452311,84.17618270799348
basic_mixup_alpha0.2,16,42,0.2,basic,mixup,1.3433219799798297,76.03446444076607,0.6069814748445665,84.09461663947798
basic_mixup_alpha0.2,17,42,0.2,basic,mixup,1.3555185115224104,76.08432246131471,0.592479545012745,84.39757632253554
basic_mixup_alpha0.2,18,42,0.2,basic,mixup,1.2570170750119602,77.99485135796002,0.5867735703587116,84.53740386856211
basic_mixup_alpha0.2,19,42,0.2,basic,mixup,1.2883821480928768,77.0790059389986,0.5783345844328361,84.25774877650898
basic_mixup_alpha0.2,20,42,0.2,basic,mixup,1.209535530118629,79.22278060396563,0.5674116345614272,84.45583780004661
basic_cutmix_alpha0.2,1,42,0.2,basic,cutmix,4.64204678755638,6.092498396310102,4.221425271706547,26.32253553950128
basic_cutmix_alpha0.2,2,42,0.2,basic,cutmix,4.2168689164385675,23.69373972644461,3.3969650966974996,53.32090421813097
basic_cutmix_alpha0.2,3,42,0.2,basic,cutmix,3.7556023196312442,34.8669976232752,2.607593710398624,63.77301328361687
basic_cutmix_alpha0.2,4,42,0.2,basic,cutmix,3.3551896873126927,42.14434120052104,2.054790640677419,69.57585644371942
basic_cutmix_alpha0.2,5,42,0.2,basic,cutmix,3.0438432205834176,46.550137348837524,1.6199860036914873,72.34910277324633
basic_cutmix_alpha0.2,6,42,0.2,basic,cutmix,2.8197872180663697,49.08685404704989,1.3575452607540894,74.90095548823118
basic_cutmix_alpha0.2,7,42,0.2,basic,cutmix,2.652440823044533,50.474060594920566,1.1591301340235611,77.53437427173154
basic_cutmix_alpha0.2,8,42,0.2,basic,cutmix,2.5390677296294633,51.92281512134458,1.0425197855072181,78.53647168492193
basic_cutmix_alpha0.2,9,42,0.2,basic,cutmix,2.4281453075637858,53.24240935617245,0.9210459295338168,80.16779305523188
basic_cutmix_alpha0.2,10,42,0.2,basic,cutmix,2.3669249720624297,54.29199369909868,0.8836115753281175,80.57562339780937
basic_cutmix_alpha0.2,11,42,0.2,basic,cutmix,2.2982010307222986,55.751316459577886,0.8178896655766343,81.41458867396877
basic_cutmix_alpha0.2,12,42,0.2,basic,cutmix,2.3293479769045877,54.49118203772687,0.7888270277878089,82.04381263108833
basic_cutmix_alpha0.2,13,42,0.2,basic,cutmix,2.1231650178939985,58.92716763513519,0.7528691073587462,82.45164297366581
basic_cutmix_alpha0.2,14,42,0.2,basic,cutmix,2.0817661123646163,59.195556462057034,0.7109211517974953,82.84782102074108
basic_cutmix_alpha0.2,15,42,0.2,basic,cutmix,2.0853852631151923,59.53545071606318,0.6894669324694411,83.5236541598695
basic_cutmix_alpha0.2,16,42,0.2,basic,cutmix,2.0730839106296974,59.26949689186082,0.6808194176380075,83.605220228385
basic_cutmix_alpha0.2,17,42,0.2,basic,cutmix,2.0602846256513003,59.32753048658613,0.6612902393543312,84.19948729899791
basic_cutmix_alpha0.2,18,42,0.2,basic,cutmix,2.036203928144003,59.816099272550936,0.6461174713929086,84.26940107201119
basic_cutmix_alpha0.2,19,42,0.2,basic,cutmix,2.0248193872791664,59.537132078879694,0.6467587709135177,84.23444418550454
basic_cutmix_alpha0.2,20,42,0.2,basic,cutmix,1.9339109734508033,61.61088680463537,0.6291296187188347,84.39757632253554
morejitter_mixup_alpha0.2,1,42,0.2,morejitter,mixup,4.534390306448932,11.109028945850458,4.006312626054364,37.13586576555581
morejitter_mixup_alpha0.2,2,42,0.2,morejitter,mixup,3.8412654407820437,37.85564757504998,2.9404252753394435,59.33348869727336
morejitter_mixup_alpha0.2,3,42,0.2,morejitter,mixup,3.195005241444278,49.50926169397509,2.1173159064348694,67.7347937543696
morejitter_mixup_alpha0.2,4,42,0.2,morejitter,mixup,2.635853835117183,57.5926239468022,1.61654286175112,73.39780936844558
morejitter_mixup_alpha0.2,5,42,0.2,morejitter,mixup,2.2779491764443143,62.60417551126076,1.2885815818335897,76.33418783500349
morejitter_mixup_alpha0.2,6,42,0.2,morejitter,mixup,2.053403098039934,64.85684717845582,1.0879835728108813,78.52481938941972
morejitter_mixup_alpha0.2,7,42,0.2,morejitter,mixup,1.9351284492212566,65.36382829462575,0.9431582473425064,80.21440223724073
morejitter_mixup_alpha0.2,8,42,0.2,morejitter,mixup,1.7293417415413823,69.27489784124654,0.8531869927560553,80.936844558378
morejitter_mixup_alpha0.2,9,42,0.2,morejitter,mixup,1.6799062104160776,69.51866900514008,0.776235099551117,81.99720344907946
morejitter_mixup_alpha0.2,10,42,0.2,morejitter,mixup,1.626338979794117,70.25421465790089,0.7384255441494739,82.48659986017245
morejitter_mixup_alpha0.2,11,42,0.2,morejitter,mixup,1.5587844739736845,71.96759448751004,0.7091164571842762,82.70799347471451
morejitter_mixup_alpha0.2,12,42,0.2,morejitter,mixup,1.54118364519786,71.84197643785598,0.6824645328093898,83.278955954323
morejitter_mixup_alpha0.2,13,42,0.2,morejitter,mixup,1.4532973422450133,73.58631994597727,0.6561941062826233,83.30226054532743
morejitter_mixup_alpha0.2,14,42,0.2,morejitter,mixup,1.4005185035213388,74.36698851321259,0.6296701732978652,83.47704497786064
morejitter_mixup_alpha0.2,15,42,0.2,morejitter,mixup,1.3831390321383896,74.93160672329665,0.6128278972454712,84.22279189000233
morejitter_mixup_alpha0.2,16,42,0.2,morejitter,mixup,1.345038452462805,75.60896198440616,0.6053026854658538,83.97809368445584
morejitter_mixup_alpha0.2,17,42,0.2,morejitter,mixup,1.3594015149359584,75.75722355979956,0.5916152254695021,84.66557911908646
morejitter_mixup_alpha0.2,18,42,0.2,morejitter,mixup,1.2623047365469027,77.60656734973448,0.5848652553902837,84.31601025402004
morejitter_mixup_alpha0.2,19,42,0.2,morejitter,mixup,1.2925275328567096,77.11157882896275,0.580587777883627,84.31601025402004
morejitter_mixup_alpha0.2,20,42,0.2,morejitter,mixup,1.213230857175079,78.9476474175195,0.5688643259161476,84.38592402703333
morejitter_cutmix_alpha0.2,1,42,0.2,morejitter,cutmix,4.642682322702282,6.050824784041392,4.224905390084915,26.275926357492427
morejitter_cutmix_alpha0.2,2,42,0.2,morejitter,cutmix,4.218987459857417,23.471192205237873,3.397540937406815,53.32090421813097
morejitter_cutmix_alpha0.2,3,42,0.2,morejitter,cutmix,3.7589664154399296,35.09248977189224,2.6062342717191385,63.55161966907481
morejitter_cutmix_alpha0.2,4,42,0.2,morejitter,cutmix,3.3582626766990793,41.82197866709711,2.0550033041047926,69.62246562572827
morejitter_cutmix_alpha0.2,5,42,0.2,morejitter,cutmix,3.048316686505933,46.460937745842436,1.6326184578359724,72.45397343276626
morejitter_cutmix_alpha0.2,6,42,0.2,morejitter,cutmix,2.8217609067383678,49.1556676657525,1.3567220642693918,75.00582614775111
morejitter_cutmix_alpha0.2,7,42,0.2,morejitter,cutmix,2.658038057015526,50.29907926299791,1.1637678603085848,77.60428804474482
morejitter_cutmix_alpha0.2,8,42,0.2,morejitter,cutmix,2.5422312917262637,51.893771829477934,1.0395066126108004,78.68795152645072
morejitter_cutmix_alpha0.2,9,42,0.2,morejitter,cutmix,2.4338184120377258,53.1150938793796,0.9222431704037342,80.3542297832673
morejitter_cutmix_alpha0.2,10,42,0.2,morejitter,cutmix,2.3710138865025128,54.53950502299915,0.8807807655302247,80.90188767187136
morejitter_cutmix_alpha0.2,11,42,0.2,morejitter,cutmix,2.3076812679279963,55.417594677503665,0.8216507625424259,81.36797949195991
morejitter_cutmix_alpha0.2,12,42,0.2,morejitter,cutmix,2.3344915769640298,54.11278155202732,0.7941038174052473,82.04381263108833
morejitter_cutmix_alpha0.2,13,42,0.2,morejitter,cutmix,2.125476328188786,58.98623659188737,0.7555375776071978,82.38172920065253
morejitter_cutmix_alpha0.2,14,42,0.2,morejitter,cutmix,2.082835430899428,59.058979536555405,0.7113776599519099,82.96434397576323
morejitter_cutmix_alpha0.2,15,42,0.2,morejitter,cutmix,2.0914080202986867,59.021632418647144,0.6906341256669728,83.46539268235843
morejitter_cutmix_alpha0.2,16,42,0.2,morejitter,cutmix,2.080039432474446,58.860400156244104,0.6789346934059399,83.79165695642041
morejitter_cutmix_alpha0.2,17,42,0.2,morejitter,cutmix,2.0672074802956355,59.101166594038965,0.6613774956925658,84.21113959450011
morejitter_cutmix_alpha0.2,18,42,0.2,morejitter,cutmix,2.044662106492198,59.6556618452671,0.6483036283914984,84.21113959450011
morejitter_cutmix_alpha0.2,19,42,0.2,morejitter,cutmix,2.028274823713549,59.73715727839205,0.6526712126885781,84.05965975297134
morejitter_cutmix_alpha0.2,20,42,0.2,morejitter,cutmix,1.9415396250651507,61.78165808512726,0.6360565882216964,84.4441855045444
