experiment,epoch,augmentation,batch_mix,mix_alpha,val_accuracy,val_loss
morejitter_mixup,18,morejitter,mixup,1.0,83.19738988580751,0.692886289572888
morejitter_mixup,19,morejitter,mixup,1.0,83.22069447681193,0.6857310127431322
morejitter_mixup,20,morejitter,mixup,1.0,83.37217431834071,0.6747557912720747
morejitter_cutmix,1,morejitter,cutmix,1.0,20.414821719878816,4.333569924610807
morejitter_cutmix,2,morejitter,cutmix,1.0,48.31041715217898,3.6244092513230872
morejitter_cutmix,3,morejitter,cutmix,1.0,60.23071545094383,2.887180347482632
morejitter_cutmix,4,morejitter,cutmix,1.0,66.66278256816592,2.32439174359841
morejitter_cutmix,5,morejitter,cutmix,1.0,69.10976462363085,1.8508065848660564
morejitter_cutmix,6,morejitter,cutmix,1.0,72.10440456769983,1.552213966193607
morejitter_cutmix,7,morejitter,cutmix,1.0,75.37869960382196,1.3356844302352784
morejitter_cutmix,8,morejitter,cutmix,1.0,76.60219063155442,1.1928115820334637
morejitter_cutmix,9,morejitter,cutmix,1.0,77.96550920531345,1.0399262227814283
morejitter_cutmix,10,morejitter,cutmix,1.0,79.38708925658355,0.9790595296628823
morejitter_cutmix,11,morejitter,cutmix,1.0,80.03961780470753,0.9166203206776183
morejitter_cutmix,12,morejitter,cutmix,1.0,80.98345374038685,0.868781192031559
morejitter_cutmix,13,morejitter,cutmix,1.0,81.42624096947098,0.8240033657338007
morejitter_cutmix,14,morejitter,cutmix,1.0,81.6825914705197,0.7849406457480727
morejitter_cutmix,15,morejitter,cutmix,1.0,82.31181542763925,0.7614563417529149
morejitter_cutmix,16,morejitter,cutmix,1.0,82.6846888837101,0.7416238919945759
morejitter_cutmix,17,morejitter,cutmix,1.0,83.55861104637614,0.7151770399628583
morejitter_cutmix,18,morejitter,cutmix,1.0,83.69843859240271,0.6978712001482498
morejitter_cutmix,19,morejitter,cutmix,1.0,83.34886972733628,0.6924043700873393
morejitter_cutmix,20,morejitter,cutmix,1.0,83.55861104637614,0.679097586163161
rotationaug,1,rotationaug,none,,41.6336518294104,3.860569503917974
rotationaug,2,rotationaug,none,,62.036821253787,2.7222071923567293
rotationaug,3,rotationaug,none,,69.9836867862969,1.9065156375797887
rotationaug,4,rotationaug,none,,75.43696108133302,1.4173556847662339
rotationaug,5,rotationaug,none,,77.74411559077139,1.1204127959509436
rotationaug,6,rotationaug,none,,79.48030762060125,0.9376439585521265
rotationaug,7,rotationaug,none,,80.936844558378,0.8293444198957554
rotationaug,8,rotationaug,none,,81.92728967606618,0.7485877019601723
rotationaug,9,rotationaug,none,,82.64973199720345,0.6867076415638912
rotationaug,10,rotationaug,none,,83.04591004427873,0.6547731039991359
rotationaug,11,rotationaug,none,,83.17408529480308,0.6250224979266618
rotationaug,12,rotationaug,none,,83.55861104637614,0.6028200756889545
rotationaug,13,rotationaug,none,,83.25565136331858,0.5896693212575942
rotationaug,14,rotationaug,none,,84.03635516196691,0.5686626996548964
rotationaug,15,rotationaug,none,,84.4441855045444,0.552516456418203
rotationaug,16,rotationaug,none,,84.14122582148683,0.5418564276910834
rotationaug,17,rotationaug,none,,84.52575157305989,0.5366237658396992
rotationaug,18,rotationaug,none,,84.63062223257982,0.5274979640861903
rotationaug,19,rotationaug,none,,84.63062223257982,0.5289130814771112
rotationaug,20,rotationaug,none,,84.58401305057096,0.5211709122353849
rotationaug_mixup,1,rotationaug,mixup,1.0,22.803542297832674,4.244505207401366
rotationaug_mixup,2,rotationaug,mixup,1.0,50.65252854812398,3.4379981193084648
rotationaug_mixup,3,rotationaug,mixup,1.0,61.058028431601024,2.650468208883726
rotationaug_mixup,4,rotationaug,mixup,1.0,67.95618736891167,2.0722242237887607
rotationaug_mixup,5,rotationaug,mixup,1.0,70.26334187835003,1.6652320110556185
rotationaug_mixup,6,rotationaug,mixup,1.0,73.66581216499651,1.361755581981123
rotationaug_mixup,7,rotationaug,mixup,1.0,76.05453274295036,1.2381596716098702
rotationaug_mixup,8,rotationaug,mixup,1.0,77.95385690981124,1.1029432755865658
rotationaug_mixup,9,rotationaug,mixup,1.0,79.03752039151713,0.9626680477130555
rotationaug_mixup,10,rotationaug,mixup,1.0,79.65509205313447,0.9290952501917075
rotationaug_mixup,11,rotationaug,mixup,1.0,80.6804940573293,0.8657517089929316
rotationaug_mixup,12,rotationaug,mixup,1.0,81.26310883244,0.830731734268817
rotationaug_mixup,13,rotationaug,mixup,1.0,81.14658587741785,0.7989765911412333
rotationaug_mixup,14,rotationaug,mixup,1.0,82.24190165462596,0.7714017383759463
rotationaug_mixup,15,rotationaug,mixup,1.0,82.2768585411326,0.7404210026156955
rotationaug_mixup,16,rotationaug,mixup,1.0,82.33512001864368,0.7225661369310173
rotationaug_mixup,17,rotationaug,mixup,1.0,83.23234677231414,0.700502064269174
rotationaug_mixup,18,rotationaug,mixup,1.0,83.278955954323,0.6910242268434079
rotationaug_mixup,19,rotationaug,mixup,1.0,82.96434397576323,0.6906111670787782
rotationaug_mixup,20,rotationaug,mixup,1.0,83.45374038685621,0.6725994008830921
rotationaug_cutmix,1,rotationaug,cutmix,1.0,18.597063621533444,4.345057626282855
rotationaug_cutmix,2,rotationaug,cutmix,1.0,47.04031694243766,3.6361410845634516
rotationaug_cutmix,3,rotationaug,cutmix,1.0,59.438359356793285,2.9080743520194847
rotationaug_cutmix,4,rotationaug,cutmix,1.0,65.99860172453974,2.3390224988964494
rotationaug_cutmix,5,rotationaug,cutmix,1.0,68.900023304591,1.863146491218519
rotationaug_cutmix,6,rotationaug,cutmix,1.0,72.08109997669541,1.5457576038231247
rotationaug_cutmix,7,rotationaug,cutmix,1.0,75.15730598927989,1.3453316364886183
rotationaug_cutmix,8,rotationaug,cutmix,1.0,76.15940340247029,1.2009523081851712
rotationaug_cutmix,9,rotationaug,cutmix,1.0,77.95385690981124,1.0354631005592543
rotationaug_cutmix,10,rotationaug,cutmix,1.0,79.00256350501049,0.9810374483198754
rotationaug_cutmix,11,rotationaug,cutmix,1.0,79.89979025868097,0.916553516150132
rotationaug_cutmix,12,rotationaug,cutmix,1.0,80.5989279888138,0.8646974782514784
rotationaug_cutmix,13,rotationaug,cutmix,1.0,81.16989046842228,0.8303103601424129
rotationaug_cutmix,14,rotationaug,cutmix,1.0,81.23980424143556,0.7918198471496056
rotationaug_cutmix,15,rotationaug,cutmix,1.0,82.31181542763925,0.7626531262326646
rotationaug_cutmix,16,rotationaug,cutmix,1.0,82.50990445117688,0.7432841572470388
rotationaug_cutmix,17,rotationaug,cutmix,1.0,82.9410393847588,0.7134180566392782
rotationaug_cutmix,18,rotationaug,cutmix,1.0,83.3605220228385,0.6998843492619282
rotationaug_cutmix,19,rotationaug,cutmix,1.0,83.45374038685621,0.699022764552309
rotationaug_cutmix,20,rotationaug,cutmix,1.0,83.33721743183408,0.679291942213499
rotationaug_mixup_alpha0.2,1,rotationaug,mixup,0.2,35.48123980424143,4.0142943697413545
rotationaug_mixup_alpha0.2,2,rotationaug,mixup,0.2,58.73922162666045,2.951876802062188
rotationaug_mixup_alpha0.2,3,rotationaug,mixup,0.2,67.24539734327662,2.1339261886874046
rotationaug_mixup_alpha0.2,4,rotationaug,mixup,0.2,73.02493591237474,1.618194824580795
rotationaug_mixup_alpha0.2,5,rotationaug,mixup,0.2,75.83313912840829,1.2942345274881004
rotationaug_mixup_alpha0.2,6,rotationaug,mixup,0.2,78.30342577487765,1.082395272373292
rotationaug_mixup_alpha0.2,7,rotationaug,mixup,0.2,80.14448846422745,0.9470732389727663
rotationaug_mixup_alpha0.2,8,rotationaug,mixup,0.2,80.80866930785365,0.8554144104414402
rotationaug_mixup_alpha0.2,9,rotationaug,mixup,0.2,81.83407131204848,0.7755236526770182
rotationaug_mixup_alpha0.2,10,rotationaug,mixup,0.2,82.1836401771149,0.7399046932225793
rotationaug_mixup_alpha0.2,11,rotationaug,mixup,0.2,82.49825215567466,0.7080368138476425
rotationaug_mixup_alpha0.2,12,rotationaug,mixup,0.2,82.91773479375436,0.6813305575540365
rotationaug_mixup_alpha0.2,13,rotationaug,mixup,0.2,82.82451642973666,0.6606711410081517
rotationaug_mixup_alpha0.2,14,rotationaug,mixup,0.2,83.64017711489163,0.6339983782049271
rotationaug_mixup_alpha0.2,15,rotationaug,mixup,0.2,84.09461663947798,0.6104218664493797
rotationaug_mixup_alpha0.2,16,rotationaug,mixup,0.2,83.90817991144256,0.6051368192758518
rotationaug_mixup_alpha0.2,17,rotationaug,mixup,0.2,84.70053600559311,0.5890232714648792
rotationaug_mixup_alpha0.2,18,rotationaug,mixup,0.2,84.51409927755768,0.5877367863772327
rotationaug_mixup_alpha0.2,19,rotationaug,mixup,0.2,84.35096714052668,0.5829094111349887
rotationaug_mixup_alpha0.2,20,rotationaug,mixup,0.2,84.52575157305989,0.567809359756724
rotationaug_cutmix_alpha0.2,1,rotationaug,cutmix,0.2,24.493125145653693,4.237618812951306
rotationaug_cutmix_alpha0.2,2,rotationaug,cutmix,0.2,52.342111395945004,3.4135827637585523
rotationaug_cutmix_alpha0.2,3,rotationaug,cutmix,0.2,63.458401305057095,2.6264682345611456
rotationaug_cutmix_alpha0.2,4,rotationaug,cutmix,0.2,69.24959216965742,2.0645770463763458
rotationaug_cutmix_alpha0.2,5,rotationaug,cutmix,0.2,72.01118620368213,1.6362670040497327
rotationaug_cutmix_alpha0.2,6,rotationaug,cutmix,0.2,74.79608482871126,1.356215892347026
rotationaug_cutmix_alpha0.2,7,rotationaug,cutmix,0.2,77.28967606618504,1.1674663256832114
rotationaug_cutmix_alpha0.2,8,rotationaug,cutmix,0.2,78.46655791190865,1.040752388191401
rotationaug_cutmix_alpha0.2,9,rotationaug,cutmix,0.2,79.86483337217432,0.9250859670276771
rotationaug_cutmix_alpha0.2,10,rotationaug,cutmix,0.2,80.3542297832673,0.8870296358812164
rotationaug_cutmix_alpha0.2,11,rotationaug,cutmix,0.2,81.49615474248426,0.8188400159652237
rotationaug_cutmix_alpha0.2,12,rotationaug,cutmix,0.2,81.89233278955955,0.7874401519554697
rotationaug_cutmix_alpha0.2,13,rotationaug,cutmix,0.2,82.25355395012818,0.7543141089433614
rotationaug_cutmix_alpha0.2,14,rotationaug,cutmix,0.2,82.61477511069681,0.717862542262863
rotationaug_cutmix_alpha0.2,15,rotationaug,cutmix,0.2,83.33721743183408,0.689292993239383
rotationaug_cutmix_alpha0.2,16,rotationaug,cutmix,0.2,83.72174318340713,0.680693116868134
rotationaug_cutmix_alpha0.2,17,rotationaug,cutmix,0.2,83.9431367979492,0.6640860547943844
rotationaug_cutmix_alpha0.2,18,rotationaug,cutmix,0.2,84.11792123048241,0.6434650881060963
rotationaug_cutmix_alpha0.2,19,rotationaug,cutmix,0.2,84.15287811698904,0.655689960091688
rotationaug_cutmix_alpha0.2,20,rotationaug,cutmix,0.2,84.24609648100676,0.6303576403732651
no_aug_mixup_alpha0.2,1,none,mixup,0.2,37.287345607084596,3.995337186674226
no_aug_mixup_alpha0.2,2,none,mixup,0.2,59.38009787928222,2.94237257894784
no_aug_mixup_alpha0.2,3,none,mixup,0.2,67.59496620834304,2.1150442322104497
no_aug_mixup_alpha0.2,4,none,mixup,0.2,73.77068282451643,1.606087079472654
no_aug_mixup_alpha0.2,5,none,mixup,0.2,76.45071079002564,1.2812025467295436
no_aug_mixup_alpha0.2,6,none,mixup,0.2,78.12864134234444,1.091506142253449
no_aug_mixup_alpha0.2,7,none,mixup,0.2,80.19109764623632,0.9408737028903601
no_aug_mixup_alpha0.2,8,none,mixup,0.2,81.08832439990678,0.8479319704604077
no_aug_mixup_alpha0.2,9,none,mixup,0.2,82.03216033558611,0.7752311185950361
no_aug_mixup_alpha0.2,10,none,mixup,0.2,82.37007690515031,0.7368297439664985
no_aug_mixup_alpha0.2,11,none,mixup,0.2,82.55651363318574,0.6997212170026598
no_aug_mixup_alpha0.2,12,none,mixup,0.2,83.01095315777208,0.681170342866426
no_aug_mixup_alpha0.2,13,none,mixup,0.2,83.09251922628758,0.6574406556193019
no_aug_mixup_alpha0.2,14,none,mixup,0.2,83.65182941039384,0.6335482589572328
no_aug_mixup_alpha0.2,15,none,mixup,0.2,84.12957352598463,0.6139484754158216
no_aug_mixup_alpha0.2,16,none,mixup,0.2,83.75670006991378,0.6105187721767505
no_aug_mixup_alpha0.2,17,none,mixup,0.2,84.14122582148683,0.5974983491421968
no_aug_mixup_alpha0.2,18,none,mixup,0.2,84.05965975297134,0.5950112551679925
no_aug_mixup_alpha0.2,19,none,mixup,0.2,84.08296434397576,0.5867795283853855
no_aug_mixup_alpha0.2,20,none,mixup,0.2,84.39757632253554,0.5741856502392052
no_aug_cutmix_alpha0.2,1,none,cutmix,0.2,26.53227685854113,4.218015325511149
no_aug_cutmix_alpha0.2,2,none,cutmix,0.2,53.22768585411326,3.3942240883603403
no_aug_cutmix_alpha0.2,3,none,cutmix,0.2,63.58657655558145,2.611315903533619
no_aug_cutmix_alpha0.2,4,none,cutmix,0.2,69.61081333022605,2.042950703030393
no_aug_cutmix_alpha0.2,5,none,cutmix,0.2,72.33745047774411,1.6225706281653098
no_aug_cutmix_alpha0.2,6,none,cutmix,0.2,74.91260778373339,1.3595610358058865
no_aug_cutmix_alpha0.2,7,none,cutmix,0.2,77.60428804474482,1.163626696062766
no_aug_cutmix_alpha0.2,8,none,cutmix,0.2,78.80447448147285,1.03849398770329
no_aug_cutmix_alpha0.2,9,none,cutmix,0.2,80.29596830575623,0.9241655618403792
no_aug_cutmix_alpha0.2,10,none,cutmix,0.2,80.80866930785365,0.8774919511137851
no_aug_cutmix_alpha0.2,11,none,cutmix,0.2,81.55441621999535,0.8195931344175639
no_aug_cutmix_alpha0.2,12,none,cutmix,0.2,82.12537869960383,0.7897325675683654
no_aug_cutmix_alpha0.2,13,none,cutmix,0.2,82.33512001864368,0.7524318092493321
no_aug_cutmix_alpha0.2,14,none,cutmix,0.2,83.06921463528315,0.7147537172465745
no_aug_cutmix_alpha0.2,15,none,cutmix,0.2,83.24399906781636,0.6910720937348168
no_aug_cutmix_alpha0.2,16,none,cutmix,0.2,83.67513400139828,0.6894509445895851
no_aug_cutmix_alpha0.2,17,none,cutmix,0.2,83.97809368445584,0.6629619365720809
no_aug_cutmix_alpha0.2,18,none,cutmix,0.2,84.22279189000233,0.6511931386799058
no_aug_cutmix_alpha0.2,19,none,cutmix,0.2,84.01305057096248,0.6508281248428693
no_aug_cutmix_alpha0.2,20,none,cutmix,0.2,84.43253320904218,0.6398836794890771
basic_mixup_alpha0.2,1,basic,mixup,0.2,37.287345607084596,4.001888059841895
basic_mixup_alpha0.2,2,basic,mixup,0.2,59.228618037753435,2.9501444330528828
basic_mixup_alpha0.2,3,basic,mixup,0.2,67.51340013982755,2.120433641463497
basic_mixup_alpha0.2,4,basic,mixup,0.2,73.47937543696108,1.6178485741011888
basic_mixup_alpha0.2,5,basic,mixup,0.2,76.2642740619902,1.2831344918142358
basic_mixup_alpha0.2,6,basic,mixup,0.2,78.2568165928688,1.0902024864372577
basic_mixup_alpha0.2,7,basic,mixup,0.2,80.13283616872523,0.9431245198646533
basic_mixup_alpha0.2,8,basic,mixup,0.2,80.96014914938243,0.853130790534983
basic_mixup_alpha0.2,9,basic,mixup,0.2,82.00885574458168,0.7788113878896202
basic_mixup_alpha0.2,10,basic,mixup,0.2,82.39338149615475,0.7414520919753577
basic_mixup_alpha0.2,11,basic,mixup,0.2,82.6846888837101,0.7050030023949987
basic_mixup_alpha0.2,12,basic,mixup,0.2,83.1041715217898,0.681373202559054
basic_mixup_alpha0.2,13,basic,mixup,0.2,83.41878350034956,0.6599460272237822
basic_mixup_alpha0.2,14,basic,mixup,0.2,83.74504777441156,0.6290026255641276
basic_mixup_alpha0.2,15,basic,mixup,0.2,84.17618270799348,0.6115961060452311
basic_mixup_alpha0.2,16,basic,mixup,0.2,84.09461663947798,0.6069814748445665
basic_mixup_alpha0.2,17,basic,mixup,0.2,84.39757632253554,0.592479545012745
basic_mixup_alpha0.2,18,basic,mixup,0.2,84.53740386856211,0.5867735703587116
basic_mixup_alpha0.2,19,basic,mixup,0.2,84.25774877650898,0.5783345844328361
basic_mixup_alpha0.2,20,basic,mixup,0.2,84.45583780004661,0.5674116345614272
basic_cutmix_alpha0.2,1,basic,cutmix,0.2,26.32253553950128,4.221425271706547
basic_cutmix_alpha0.2,2,basic,cutmix,0.2,53.32090421813097,3.3969650966974996
basic_cutmix_alpha0.2,3,basic,cutmix,0.2,63.77301328361687,2.607593710398624
basic_cutmix_alpha0.2,4,basic,cutmix,0.2,69.57585644371942,2.054790640677419
basic_cutmix_alpha0.2,5,basic,cutmix,0.2,72.34910277324633,1.6199860036914873
basic_cutmix_alpha0.2,6,basic,cutmix,0.2,74.90095548823118,1.3575452607540894
basic_cutmix_alpha0.2,7,basic,cutmix,0.2,77.53437427173154,1.1591301340235611
basic_cutmix_alpha0.2,8,basic,cutmix,0.2,78.53647168492193,1.0425197855072181
basic_cutmix_alpha0.2,9,basic,cutmix,0.2,80.16779305523188,0.9210459295338168
basic_cutmix_alpha0.2,10,basic,cutmix,0.2,80.57562339780937,0.8836115753281175
basic_cutmix_alpha0.2,11,basic,cutmix,0.2,81.41458867396877,0.8178896655766343
basic_cutmix_alpha0.2,12,basic,cutmix,0.2,82.04381263108833,0.7888270277878089
basic_cutmix_alpha0.2,13,basic,cutmix,0.2,82.45164297366581,0.7528691073587462
basic_cutmix_alpha0.2,14,basic,cutmix,0.2,82.84782102074108,0.7109211517974953
basic_cutmix_alpha0.2,15,basic,cutmix,0.2,83.5236541598695,0.6894669324694411
basic_cutmix_alpha0.2,16,basic,cutmix,0.2,83.605220228385,0.6808194176380075
basic_cutmix_alpha0.2,17,basic,cutmix,0.2,84.19948729899791,0.6612902393543312
basic_cutmix_alpha0.2,18,basic,cutmix,0.2,84.26940107201119,0.6461174713929086
basic_cutmix_alpha0.2,19,basic,cutmix,0.2,84.23444418550454,0.6467587709135177
basic_cutmix_alpha0.2,20,basic,cutmix,0.2,84.39757632253554,0.6291296187188347
morejitter_mixup_alpha0.2,1,morejitter,mixup,0.2,37.13586576555581,4.006312626054364
morejitter_mixup_alpha0.2,2,morejitter,mixup,0.2,59.33348869727336,2.9404252753394435
morejitter_mixup_alpha0.2,3,morejitter,mixup,0.2,67.7347937543696,2.1173159064348694
morejitter_mixup_alpha0.2,4,morejitter,mixup,0.2,73.39780936844558,1.61654286175112
morejitter_mixup_alpha0.2,5,morejitter,mixup,0.2,76.33418783500349,1.2885815818335897
morejitter_mixup_alpha0.2,6,morejitter,mixup,0.2,78.52481938941972,1.0879835728108813
morejitter_mixup_alpha0.2,7,morejitter,mixup,0.2,80.21440223724073,0.9431582473425064
morejitter_mixup_alpha0.2,8,morejitter,mixup,0.2,80.936844558378,0.8531869927560553
morejitter_mixup_alpha0.2,9,morejitter,mixup,0.2,81.99720344907946,0.776235099551117
morejitter_mixup_alpha0.2,10,morejitter,mixup,0.2,82.48659986017245,0.7384255441494739
morejitter_mixup_alpha0.2,11,morejitter,mixup,0.2,82.70799347471451,0.7091164571842762
morejitter_mixup_alpha0.2,12,morejitter,mixup,0.2,83.278955954323,0.6824645328093898
morejitter_mixup_alpha0.2,13,morejitter,mixup,0.2,83.30226054532743,0.6561941062826233
morejitter_mixup_alpha0.2,14,morejitter,mixup,0.2,83.47704497786064,0.6296701732978652
morejitter_mixup_alpha0.2,15,morejitter,mixup,0.2,84.22279189000233,0.6128278972454712
morejitter_mixup_alpha0.2,16,morejitter,mixup,0.2,83.97809368445584,0.6053026854658538
morejitter_mixup_alpha0.2,17,morejitter,mixup,0.2,84.66557911908646,0.5916152254695021
morejitter_mixup_alpha0.2,18,morejitter,mixup,0.2,84.31601025402004,0.5848652553902837
morejitter_mixup_alpha0.2,19,morejitter,mixup,0.2,84.31601025402004,0.580587777883627
