epoch,train_loss,train_acc,valid_loss,valid_acc
1,2.1044075177311896,0.4534166666666667,1.8469651924537405,0.5076923076923077
2,1.239015009611845,0.63275,1.4217567456221871,0.603962703962704
3,0.8279472853392362,0.7408333333333333,1.2757709270877229,0.6424242424242425
4,0.587062991399318,0.8093333333333333,1.2977761545277142,0.6534965034965035
5,0.37948917639814317,0.8728333333333333,1.2454086529833452,0.672027972027972
