epoch,train_loss,train_acc,valid_loss,valid_acc
1,1.845903179049492,0.50675,1.5099262228561239,0.5747086247086247
2,1.03868609033525,0.692,1.3728137061582761,0.6303030303030303
3,0.6605684655010701,0.7948333333333333,1.1994997862317776,0.6656177156177157
4,0.41170139432512226,0.8685,1.3298112707746612,0.6481351981351982
5,0.2656710146246478,0.9165833333333333,1.279194233153533,0.6716783216783216
