experiment,epoch,seed,mix_alpha,mix_probability,augmentation,batch_mix,train_loss,train_accuracy,mixed_batches,total_batches,actual_mix_ratio,val_loss,val_accuracy
rotationaug_cutmix_alpha0.2_p0.5,15,42,0.2,0.5,rotationaug,cutmix,1.4508460210072713,70.95883533469436,389,750,0.5186666666666667,0.6071644947540508,84.33931484502448
rotationaug_cutmix_alpha0.2_p0.5,16,42,0.2,0.5,rotationaug,cutmix,1.3907404047267637,72.46191854414083,381,750,0.508,0.5947007031547414,84.05965975297134
rotationaug_cutmix_alpha0.2_p0.5,17,42,0.2,0.5,rotationaug,cutmix,1.3043403907962035,73.78830650133868,348,750,0.464,0.5844283889040639,84.61896993707761
rotationaug_cutmix_alpha0.2_p0.5,18,42,0.2,0.5,rotationaug,cutmix,1.3295221062059461,73.48670070915304,378,750,0.504,0.5726442660826454,84.60731764157539
rotationaug_cutmix_alpha0.2_p0.5,19,42,0.2,0.5,rotationaug,cutmix,1.3291567865213287,73.16090136515099,389,750,0.5186666666666667,0.5702440943703511,84.37427173153111
rotationaug_cutmix_alpha0.2_p0.5,20,42,0.2,0.5,rotationaug,cutmix,1.26354171250498,75.25886608758772,364,750,0.48533333333333334,0.5599354065275781,84.56070845956654
no_aug_mixup_alpha0.2_p0.5,1,42,0.2,0.5,none,mixup,4.483804207480854,13.186816330243406,372,750,0.496,3.9175194682177064,39.979025868096016
no_aug_mixup_alpha0.2_p0.5,2,42,0.2,0.5,none,mixup,3.668432440434243,43.27510262100555,362,750,0.4826666666666667,2.8387634376911706,61.01141924959217
no_aug_mixup_alpha0.2_p0.5,3,42,0.2,0.5,none,mixup,2.8962645986156077,56.27891524701278,362,750,0.4826666666666667,2.011749182845351,69.2379398741552
no_aug_mixup_alpha0.2_p0.5,4,42,0.2,0.5,none,mixup,2.333196969762765,64.04648045474951,375,750,0.5,1.4911372195699226,75.14565369377767
no_aug_mixup_alpha0.2_p0.5,5,42,0.2,0.5,none,mixup,1.9719028405933345,67.80950831648092,363,750,0.484,1.2035459645059496,77.28967606618504
no_aug_mixup_alpha0.2_p0.5,6,42,0.2,0.5,none,mixup,1.7319278643913796,70.95611947380313,390,750,0.52,1.0037707743097979,79.00256350501049
no_aug_mixup_alpha0.2_p0.5,7,42,0.2,0.5,none,mixup,1.5065237207598716,73.56359690130175,370,750,0.49333333333333335,0.8723341878742306,80.84362619436028
no_aug_mixup_alpha0.2_p0.5,8,42,0.2,0.5,none,mixup,1.388760267923148,75.28471841486162,379,750,0.5053333333333333,0.7867809862308196,81.50780703798648
no_aug_mixup_alpha0.2_p0.5,9,42,0.2,0.5,none,mixup,1.2657453991170922,77.00948242032209,374,750,0.49866666666666665,0.7270005134346046,82.31181542763925
no_aug_mixup_alpha0.2_p0.5,10,42,0.2,0.5,none,mixup,1.1739432223241792,78.62549251748328,391,750,0.5213333333333333,0.688597207635023,83.01095315777208
no_aug_mixup_alpha0.2_p0.5,11,42,0.2,0.5,none,mixup,1.0739156940933625,80.71836548630502,363,750,0.484,0.66087345175742,83.1041715217898
no_aug_mixup_alpha0.2_p0.5,12,42,0.2,0.5,none,mixup,1.0594273318765879,81.28943256804841,366,750,0.488,0.6424019637154521,83.22069447681193
no_aug_mixup_alpha0.2_p0.5,13,42,0.2,0.5,none,mixup,1.022980412923807,81.8854291879365,392,750,0.5226666666666666,0.6214316869582143,83.32556513633186
no_aug_mixup_alpha0.2_p0.5,14,42,0.2,0.5,none,mixup,0.9933397024050218,82.37866408949311,382,750,0.5093333333333333,0.5972528561265616,83.76835236541599
no_aug_mixup_alpha0.2_p0.5,15,42,0.2,0.5,none,mixup,0.9046778480973635,84.40437619974537,389,750,0.5186666666666667,0.5848447719992138,84.15287811698904
no_aug_mixup_alpha0.2_p0.5,16,42,0.2,0.5,none,mixup,0.8432963465646737,85.3465203535145,381,750,0.508,0.5780450723521834,83.93148450244698
no_aug_mixup_alpha0.2_p0.5,17,42,0.2,0.5,none,mixup,0.820387401060574,86.0985310538988,348,750,0.464,0.5666819604522169,84.11792123048241
no_aug_mixup_alpha0.2_p0.5,18,42,0.2,0.5,none,mixup,0.808398423899927,86.4672803585432,378,750,0.504,0.5615328645003311,84.11792123048241
no_aug_mixup_alpha0.2_p0.5,19,42,0.2,0.5,none,mixup,0.825071454122675,86.13950898493908,389,750,0.5186666666666667,0.5661433630752497,84.12957352598463
no_aug_mixup_alpha0.2_p0.5,20,42,0.2,0.5,none,mixup,0.7612307702209338,87.81734784788179,364,750,0.48533333333333334,0.5562516454701878,84.30435795851783
no_aug_cutmix_alpha0.2_p0.5,1,42,0.2,0.5,none,cutmix,4.549855134391371,10.058596407755891,372,750,0.496,4.038398087538642,35.69098112328129
no_aug_cutmix_alpha0.2_p0.5,2,42,0.2,0.5,none,cutmix,3.885046229201131,36.08840505358461,362,750,0.4826666666666667,3.0269129318503114,58.273129806571895
no_aug_cutmix_alpha0.2_p0.5,3,42,0.2,0.5,none,cutmix,3.224848315763084,48.77593996320817,362,750,0.4826666666666667,2.2003932156448345,67.19878816126777
no_aug_cutmix_alpha0.2_p0.5,4,42,0.2,0.5,none,cutmix,2.7139043184812315,55.648455659117104,375,750,0.5,1.6622088191893183,73.09484968538803
no_aug_cutmix_alpha0.2_p0.5,5,42,0.2,0.5,none,cutmix,2.3368184931736464,60.68469060585355,363,750,0.484,1.3295891763613348,75.70496387788394
no_aug_cutmix_alpha0.2_p0.5,6,42,0.2,0.5,none,cutmix,2.131023150242295,62.3880553221455,390,750,0.52,1.103786532124893,77.48776508972267
no_aug_cutmix_alpha0.2_p0.5,7,42,0.2,0.5,none,cutmix,1.9085873726865294,65.27269535489118,370,750,0.49333333333333335,0.9542745008276382,80.13283616872523
no_aug_cutmix_alpha0.2_p0.5,8,42,0.2,0.5,none,cutmix,1.8130812268194347,66.51176755968685,379,750,0.5053333333333333,0.8653795854163542,80.773712421347
no_aug_cutmix_alpha0.2_p0.5,9,42,0.2,0.5,none,cutmix,1.6509840042914206,69.14024095427473,374,750,0.49866666666666665,0.7807881215657145,81.84572360755068
no_aug_cutmix_alpha0.2_p0.5,10,42,0.2,0.5,none,cutmix,1.6326808930238221,69.65175829953374,391,750,0.5213333333333333,0.7425550511599531,82.48659986017245
no_aug_cutmix_alpha0.2_p0.5,11,42,0.2,0.5,none,cutmix,1.4815889647114693,72.04032969142818,363,750,0.484,0.7010017870412065,83.03425774877651
no_aug_cutmix_alpha0.2_p0.5,12,42,0.2,0.5,none,cutmix,1.4634143875964305,72.73587188133607,366,750,0.488,0.6769274457493909,83.24399906781636
no_aug_cutmix_alpha0.2_p0.5,13,42,0.2,0.5,none,cutmix,1.4288586933208636,72.89529022534794,392,750,0.5226666666666666,0.6528595830004578,83.24399906781636
no_aug_cutmix_alpha0.2_p0.5,14,42,0.2,0.5,none,cutmix,1.3718550556161877,73.76307891637343,382,750,0.5093333333333333,0.6278287349978517,83.90817991144256
no_aug_cutmix_alpha0.2_p0.5,15,42,0.2,0.5,none,cutmix,1.3544217668874876,74.20558098570204,389,750,0.5186666666666667,0.6133319365689316,83.97809368445584
no_aug_cutmix_alpha0.2_p0.5,16,42,0.2,0.5,none,cutmix,1.295797040560262,75.00432367049486,381,750,0.508,0.6008571330913711,84.08296434397576
no_aug_cutmix_alpha0.2_p0.5,17,42,0.2,0.5,none,cutmix,1.1968920781008698,77.17144536047248,348,750,0.464,0.5881794609964602,84.25774877650898
no_aug_cutmix_alpha0.2_p0.5,18,42,0.2,0.5,none,cutmix,1.2223139377331054,77.03322627405376,378,750,0.504,0.5803367875167413,84.49079468655326
no_aug_cutmix_alpha0.2_p0.5,19,42,0.2,0.5,none,cutmix,1.218340023077812,77.12278616908087,389,750,0.5186666666666667,0.5789612999567477,84.46749009554883
no_aug_cutmix_alpha0.2_p0.5,20,42,0.2,0.5,none,cutmix,1.146123016560191,78.88746547973768,364,750,0.48533333333333334,0.5678653967419417,84.42088091353996
basic_mixup_alpha0.2_p0.5,1,42,0.2,0.5,basic,mixup,4.483383998769107,13.525397070454469,372,750,0.496,3.920655147147551,39.862502913073875
basic_mixup_alpha0.2_p0.5,2,42,0.2,0.5,basic,mixup,3.6719204046106633,42.82875575851014,362,750,0.4826666666666667,2.8384716399647756,60.73176415753903
basic_mixup_alpha0.2_p0.5,3,42,0.2,0.5,basic,mixup,2.9036995688166733,55.85962967657786,362,750,0.4826666666666667,2.0144167293120976,69.33115823817292
basic_mixup_alpha0.2_p0.5,4,42,0.2,0.5,basic,mixup,2.345018251197778,63.5620421218928,375,750,0.5,1.4901161040495225,75.06408762526218
basic_mixup_alpha0.2_p0.5,5,42,0.2,0.5,basic,mixup,1.9876558032705895,67.27557993509465,363,750,0.484,1.202874064501058,77.35958983919832
basic_mixup_alpha0.2_p0.5,6,42,0.2,0.5,basic,mixup,1.7530421780276089,70.15482757969485,390,750,0.52,1.0043157644967493,79.10743416453042
basic_mixup_alpha0.2_p0.5,7,42,0.2,0.5,basic,mixup,1.5359917918450237,72.53955849528987,370,750,0.49333333333333335,0.871315158474726,80.84362619436028
basic_mixup_alpha0.2_p0.5,8,42,0.2,0.5,basic,mixup,1.4218617753399116,74.01712212142843,379,750,0.5053333333333333,0.7854223449700808,81.57772081099976
basic_mixup_alpha0.2_p0.5,9,42,0.2,0.5,basic,mixup,1.3029236510150093,75.89224157672042,374,750,0.49866666666666665,0.7248115864035634,82.41668608715916
basic_mixup_alpha0.2_p0.5,10,42,0.2,0.5,basic,mixup,1.2168836963834475,77.00761835014383,391,750,0.5213333333333333,0.6925712184065901,82.99930086226986
basic_mixup_alpha0.2_p0.5,11,42,0.2,0.5,basic,mixup,1.122114268943337,79.14515724256616,363,750,0.484,0.655496852071767,83.09251922628758
basic_mixup_alpha0.2_p0.5,12,42,0.2,0.5,basic,mixup,1.113095968281116,78.93777646192775,366,750,0.488,0.6398045866257714,83.37217431834071
basic_mixup_alpha0.2_p0.5,13,42,0.2,0.5,basic,mixup,1.0815936901367074,79.6983581790542,392,750,0.5226666666666666,0.6212693118487891,83.605220228385
basic_mixup_alpha0.2_p0.5,14,42,0.2,0.5,basic,mixup,1.0566933668142637,79.92596154133724,382,750,0.5093333333333333,0.5937934677255262,83.95478909345141
basic_mixup_alpha0.2_p0.5,15,42,0.2,0.5,basic,mixup,0.9695159850279119,82.08431443085612,389,750,0.5186666666666667,0.5806314324518651,84.50244698205546
basic_mixup_alpha0.2_p0.5,16,42,0.2,0.5,basic,mixup,0.9127561761888191,82.70863044074115,381,750,0.508,0.5720295693748788,84.23444418550454
basic_mixup_alpha0.2_p0.5,17,42,0.2,0.5,basic,mixup,0.8931725726443185,83.61386912138327,348,750,0.464,0.5613613021704346,84.45583780004661
basic_mixup_alpha0.2_p0.5,18,42,0.2,0.5,basic,mixup,0.8810459403797753,84.04555630692552,378,750,0.504,0.550760694447166,84.53740386856211
basic_mixup_alpha0.2_p0.5,19,42,0.2,0.5,basic,mixup,0.8938270275206104,83.89578769447724,389,750,0.5186666666666667,0.5520468397216624,84.39757632253554
basic_mixup_alpha0.2_p0.5,20,42,0.2,0.5,basic,mixup,0.8366723168907731,85.20482649459403,364,750,0.48533333333333334,0.5458125162099631,84.60731764157539
basic_cutmix_alpha0.2_p0.5,1,42,0.2,0.5,basic,cutmix,4.550608975467214,10.112926585765996,372,750,0.496,4.040609164105738,35.69098112328129
basic_cutmix_alpha0.2_p0.5,2,42,0.2,0.5,basic,cutmix,3.8891579336197224,35.8413673085608,362,750,0.4826666666666667,3.0264561149630063,58.13330226054533
basic_cutmix_alpha0.2_p0.5,3,42,0.2,0.5,basic,cutmix,3.2315317530058922,48.26325602922554,362,750,0.4826666666666667,2.1973614909937265,67.3968771848054
basic_cutmix_alpha0.2_p0.5,4,42,0.2,0.5,basic,cutmix,2.7231498803868255,55.51749889065271,375,750,0.5,1.6607722870760713,72.88510836634818
basic_cutmix_alpha0.2_p0.5,5,42,0.2,0.5,basic,cutmix,2.349913016798735,60.17235317679439,363,750,0.484,1.330833301069686,75.57678862735959
basic_cutmix_alpha0.2_p0.5,6,42,0.2,0.5,basic,cutmix,2.1479634495452355,61.511418463451385,390,750,0.52,1.09880043920785,77.81402936378467
basic_cutmix_alpha0.2_p0.5,7,42,0.2,0.5,basic,cutmix,1.932148244504552,64.71564699691662,370,750,0.49333333333333335,0.9511104878693631,80.10953157772082
basic_cutmix_alpha0.2_p0.5,8,42,0.2,0.5,basic,cutmix,1.8383736141444564,65.6724892804732,379,750,0.5053333333333333,0.864185289982676,80.91353996737357
basic_cutmix_alpha0.2_p0.5,9,42,0.2,0.5,basic,cutmix,1.6803032763700998,68.05195038352478,374,750,0.49866666666666665,0.7777861014192573,82.1020741085994
basic_cutmix_alpha0.2_p0.5,10,42,0.2,0.5,basic,cutmix,1.6682135955078004,68.27108883448048,391,750,0.5213333333333333,0.7448781798892131,82.69634117921231
basic_cutmix_alpha0.2_p0.5,11,42,0.2,0.5,basic,cutmix,1.5190344705027647,70.8535285682712,363,750,0.484,0.6997159106751973,83.08086693078536
basic_cutmix_alpha0.2_p0.5,12,42,0.2,0.5,basic,cutmix,1.5067147525236355,70.95702855902215,366,750,0.488,0.6779090294719048,83.22069447681193
basic_cutmix_alpha0.2_p0.5,13,42,0.2,0.5,basic,cutmix,1.478993608288257,71.26168993992619,392,750,0.5226666666666666,0.6533207048266342,83.48869727336285
basic_cutmix_alpha0.2_p0.5,14,42,0.2,0.5,basic,cutmix,1.423983875046692,71.69366281098935,382,750,0.5093333333333333,0.6270547049413941,83.83826613842928
basic_cutmix_alpha0.2_p0.5,15,42,0.2,0.5,basic,cutmix,1.403740208016612,72.48211815330185,389,750,0.5186666666666667,0.6082047532694347,84.22279189000233
basic_cutmix_alpha0.2_p0.5,16,42,0.2,0.5,basic,cutmix,1.3537317054691782,73.0372163828963,381,750,0.508,0.5972541593860785,84.08296434397576
basic_cutmix_alpha0.2_p0.5,17,42,0.2,0.5,basic,cutmix,1.25842107101408,75.09673816145167,348,750,0.464,0.5840411664055545,84.65392682358424
basic_cutmix_alpha0.2_p0.5,18,42,0.2,0.5,basic,cutmix,1.2874282524374687,74.79817450309528,378,750,0.504,0.5756658414490321,84.80540666511303
basic_cutmix_alpha0.2_p0.5,19,42,0.2,0.5,basic,cutmix,1.2817389908522878,74.92438451954996,389,750,0.5186666666666667,0.5711849178989515,84.67723141458868
basic_cutmix_alpha0.2_p0.5,20,42,0.2,0.5,basic,cutmix,1.2140929428194538,76.61256913088829,364,750,0.48533333333333334,0.5577629035904368,84.68888371009089
morejitter_mixup_alpha0.2_p0.5,1,42,0.2,0.5,morejitter,mixup,4.4858999328625995,13.132123630353743,372,750,0.496,3.9240527420826266,39.745979958051734
morejitter_mixup_alpha0.2_p0.5,2,42,0.2,0.5,morejitter,mixup,3.6779611118635867,42.90013062108339,362,750,0.4826666666666667,2.8417731584354704,60.73176415753903
morejitter_mixup_alpha0.2_p0.5,3,42,0.2,0.5,morejitter,mixup,2.9104464356154875,55.893189320803465,362,750,0.4826666666666667,2.014896738365296,69.28454905616407
morejitter_mixup_alpha0.2_p0.5,4,42,0.2,0.5,morejitter,mixup,2.3502563512569705,63.45333228913932,375,750,0.5,1.4946752218232235,75.08739221626661
morejitter_mixup_alpha0.2_p0.5,5,42,0.2,0.5,morejitter,mixup,1.9934677152082034,67.16144907574404,363,750,0.484,1.2089759243643108,77.4295036122116
morejitter_mixup_alpha0.2_p0.5,6,42,0.2,0.5,morejitter,mixup,1.7579234446619207,69.99649707169245,390,750,0.52,1.002450503202286,79.22395711955255
morejitter_mixup_alpha0.2_p0.5,7,42,0.2,0.5,morejitter,mixup,1.5413157613024273,72.34211409193298,370,750,0.49333333333333335,0.8758357460197106,80.66884176182708
morejitter_mixup_alpha0.2_p0.5,8,42,0.2,0.5,morejitter,mixup,1.4268782312104178,73.62711839723688,379,750,0.5053333333333333,0.7886476915662202,81.4378932649732
morejitter_mixup_alpha0.2_p0.5,9,42,0.2,0.5,morejitter,mixup,1.3115408970209177,75.46075893579567,374,750,0.49866666666666665,0.7294301028102741,82.21859706362153
morejitter_mixup_alpha0.2_p0.5,10,42,0.2,0.5,morejitter,mixup,1.2196228833452107,76.93778399938239,391,750,0.5213333333333333,0.6893459275118318,82.96434397576323
morejitter_mixup_alpha0.2_p0.5,11,42,0.2,0.5,morejitter,mixup,1.1281161291397777,78.88092414435344,363,750,0.484,0.6594003914981087,83.25565136331858
morejitter_mixup_alpha0.2_p0.5,12,42,0.2,0.5,morejitter,mixup,1.1214853509661953,78.81396553674438,366,750,0.488,0.6373018095943929,83.47704497786064
morejitter_mixup_alpha0.2_p0.5,13,42,0.2,0.5,morejitter,mixup,1.0874820334809208,79.63877700211746,392,750,0.5226666666666666,0.6205529566620702,83.34886972733628
morejitter_mixup_alpha0.2_p0.5,14,42,0.2,0.5,morejitter,mixup,1.0598572864693827,80.10887391300444,382,750,0.5093333333333333,0.5928307783906483,83.9431367979492
morejitter_mixup_alpha0.2_p0.5,15,42,0.2,0.5,morejitter,mixup,0.9736090064406454,82.15203239230405,389,750,0.5186666666666667,0.5815744618732205,84.4441855045444
morejitter_mixup_alpha0.2_p0.5,16,42,0.2,0.5,morejitter,mixup,0.9203334151257831,82.49859496422984,381,750,0.508,0.5714740507796049,84.14122582148683
morejitter_mixup_alpha0.2_p0.5,17,42,0.2,0.5,morejitter,mixup,0.897125137380847,83.49841540230584,348,750,0.464,0.5598850474508179,84.50244698205546
morejitter_mixup_alpha0.2_p0.5,18,42,0.2,0.5,morejitter,mixup,0.8853180811273632,83.81703623082926,378,750,0.504,0.5489164068201043,84.53740386856211
morejitter_mixup_alpha0.2_p0.5,19,42,0.2,0.5,morejitter,mixup,0.8984025093163425,83.46039276669114,389,750,0.5186666666666667,0.5522647659085731,84.50244698205546
morejitter_mixup_alpha0.2_p0.5,20,42,0.2,0.5,morejitter,mixup,0.8405618695025247,85.05460544901334,364,750,0.48533333333333334,0.5467012483071847,84.54905616406433
morejitter_cutmix_alpha0.2_p0.5,1,42,0.2,0.5,morejitter,cutmix,4.55207209730967,9.981823806837701,372,750,0.496,4.042686174310912,35.60941505476579
morejitter_cutmix_alpha0.2_p0.5,2,42,0.2,0.5,morejitter,cutmix,3.892934539433737,35.84703447465521,362,750,0.4826666666666667,3.027361331356069,58.43626194360289
morejitter_cutmix_alpha0.2_p0.5,3,42,0.2,0.5,morejitter,cutmix,3.23454024597374,48.326982537055486,362,750,0.4826666666666667,2.19842274692947,67.33861570729434
morejitter_cutmix_alpha0.2_p0.5,4,42,0.2,0.5,morejitter,cutmix,2.727882598316417,55.33028606782042,375,750,0.5,1.6665065430505823,72.9084129573526
morejitter_cutmix_alpha0.2_p0.5,5,42,0.2,0.5,morejitter,cutmix,2.35236380258825,60.39118698248179,363,750,0.484,1.3336818303241789,75.7515730598928
morejitter_cutmix_alpha0.2_p0.5,6,42,0.2,0.5,morejitter,cutmix,2.153052177403764,61.64456455832571,390,750,0.52,1.1017089393054986,77.60428804474482
morejitter_cutmix_alpha0.2_p0.5,7,42,0.2,0.5,morejitter,cutmix,1.9381014263854461,64.13916097517105,370,750,0.49333333333333335,0.9598765040827475,80.02796550920532
morejitter_cutmix_alpha0.2_p0.5,8,42,0.2,0.5,morejitter,cutmix,1.8428345683575234,65.31496098228321,379,750,0.5053333333333333,0.8642382956806859,80.90188767187136
morejitter_cutmix_alpha0.2_p0.5,9,42,0.2,0.5,morejitter,cutmix,1.6895434265435587,67.62193960074337,374,750,0.49866666666666665,0.7787611422992147,82.03216033558611
morejitter_cutmix_alpha0.2_p0.5,10,42,0.2,0.5,morejitter,cutmix,1.669602622229132,68.0226134096329,391,750,0.5213333333333333,0.7457097863378682,82.56816592868795
morejitter_cutmix_alpha0.2_p0.5,11,42,0.2,0.5,morejitter,cutmix,1.526187015088484,70.68741766272272,363,750,0.484,0.7033674799320832,82.96434397576323
morejitter_cutmix_alpha0.2_p0.5,12,42,0.2,0.5,morejitter,cutmix,1.5117895399894212,70.89421864475287,366,750,0.488,0.6790511276276899,83.30226054532743
morejitter_cutmix_alpha0.2_p0.5,13,42,0.2,0.5,morejitter,cutmix,1.4809700000840518,71.29399828489699,392,750,0.5226666666666666,0.6520575318017559,83.20904218130971
morejitter_cutmix_alpha0.2_p0.5,14,42,0.2,0.5,morejitter,cutmix,1.4309579841612499,71.72180080475786,382,750,0.5093333333333333,0.6308402064601683,83.91983220694476
morejitter_cutmix_alpha0.2_p0.5,15,42,0.2,0.5,morejitter,cutmix,1.411319456978388,72.09450472293848,389,750,0.5186666666666667,0.6101216313320005,84.17618270799348
morejitter_cutmix_alpha0.2_p0.5,16,42,0.2,0.5,morejitter,cutmix,1.3592873736110642,73.06340707215013,381,750,0.508,0.5962901455668185,84.18783500349569
morejitter_cutmix_alpha0.2_p0.5,17,42,0.2,0.5,morejitter,cutmix,1.264720583949651,74.76998999859879,348,750,0.464,0.582952752726752,84.59566534607318
morejitter_cutmix_alpha0.2_p0.5,18,42,0.2,0.5,morejitter,cutmix,1.2895305662636838,74.73666223813665,378,750,0.504,0.5762393928732635,84.63062223257982
morejitter_cutmix_alpha0.2_p0.5,19,42,0.2,0.5,morejitter,cutmix,1.2848593400436394,74.852537903054,389,750,0.5186666666666667,0.5734110322414759,84.60731764157539
