experiment,epoch,train_loss,train_accuracy,val_loss,val_accuracy,augmentation,batch_mix,mix_alpha,mix_probability,seed,mixed_batches,total_batches,actual_mix_ratio,condition
basic,14,0.6051412748483682,86.90615102517086,0.5660047544462924,83.95478909345141,basic,none,,,,,,,no_mix
basic,15,0.5609036341699526,88.17302883813969,0.5557900720738886,84.32766254952226,basic,none,,,,,,,no_mix
basic,16,0.5215363852440029,88.73978996499416,0.5459329364836508,84.15287811698904,basic,none,,,,,,,no_mix
basic,17,0.4888052846475688,89.63993998999834,0.5397409853319054,84.3626194360289,basic,none,,,,,,,no_mix
basic,18,0.4505712298661157,90.6984497416236,0.531775138874594,84.49079468655326,basic,none,,,,,,,no_mix
basic,19,0.4223347781628127,91.37356226037672,0.5339194944593296,84.08296434397576,basic,none,,,,,,,no_mix
basic,20,0.4021623119212604,91.90698449741625,0.5247003007840788,84.52575157305989,basic,none,,,,,,,no_mix
morejitter,1,4.437391849970258,15.410901816969496,3.853780111492,42.356094150547655,morejitter,none,,,,,,,no_mix
morejitter,2,3.508847134970569,48.21636939489915,2.712260367791988,62.502913073875554,morejitter,none,,,,,,,no_mix
morejitter,3,2.661286492728456,61.24354059009835,1.901566125162552,70.3216033558611,morejitter,none,,,,,,,no_mix
morejitter,4,2.0475331708021334,69.17819636606102,1.413758069533786,75.61174551386623,morejitter,none,,,,,,,no_mix
morejitter,5,1.6563644987242403,73.22887147857976,1.1220422663685323,78.30342577487765,morejitter,none,,,,,,,no_mix
morejitter,6,1.3851734925993564,76.22937156192698,0.9405185822505993,79.86483337217432,morejitter,none,,,,,,,no_mix
morejitter,7,1.20371595073251,77.47957992998833,0.8250564374837028,81.07667210440457,morejitter,none,,,,,,,no_mix
morejitter,8,1.0606572803288108,79.53825637606268,0.745844140235596,81.99720344907946,morejitter,none,,,,,,,no_mix
morejitter,9,0.9502601491190787,81.22187031171862,0.6897050587065818,82.82451642973666,morejitter,none,,,,,,,no_mix
morejitter,10,0.8460052966733718,82.89714952492082,0.654563698491359,83.278955954323,morejitter,none,,,,,,,no_mix
morejitter,11,0.7783983220635186,84.33905650941824,0.6261164475726347,83.25565136331858,morejitter,none,,,,,,,no_mix
morejitter,12,0.7151265388271136,84.9224870811802,0.6042542444453932,83.75670006991378,morejitter,none,,,,,,,no_mix
morejitter,13,0.6563589881809379,86.02267044507418,0.5895705062160679,83.39547890934514,morejitter,none,,,,,,,no_mix
morejitter,14,0.6101684679705255,86.98116352725454,0.5658108617105952,84.11792123048241,morejitter,none,,,,,,,no_mix
morejitter,15,0.566279807191508,88.2147024504084,0.5559862829663208,84.17618270799348,morejitter,none,,,,,,,no_mix
morejitter,16,0.5270888541843279,88.52308718119687,0.5470631572089532,84.19948729899791,morejitter,none,,,,,,,no_mix
morejitter,17,0.4936176589139801,89.54825804300717,0.5377848463037913,84.53740386856211,morejitter,none,,,,,,,no_mix
morejitter,18,0.4550051493959877,90.40673445574262,0.5293554861530005,84.60731764157539,morejitter,none,,,,,,,no_mix
morejitter,19,0.425897390609146,90.98183030505083,0.5339328194867479,84.24609648100676,morejitter,none,,,,,,,no_mix
morejitter,20,0.4061796346353002,91.75695949324889,0.5267207938748011,84.38592402703333,morejitter,none,,,,,,,no_mix
rotationaug,1,4.443034732753107,15.24420736789465,3.860569503917974,41.6336518294104,rotationaug,none,,,,,,,no_mix
rotationaug,2,3.5251167370967416,47.38289714952492,2.7222071923567293,62.036821253787,rotationaug,none,,,,,,,no_mix
rotationaug,3,2.6803781455269373,60.96849474912485,1.9065156375797887,69.9836867862969,rotationaug,none,,,,,,,no_mix
rotationaug,4,2.070257233389021,68.01966994499084,1.417355684766234,75.43696108133302,rotationaug,none,,,,,,,no_mix
rotationaug,5,1.6807712428985904,72.42040340056676,1.1204127959509436,77.74411559077139,rotationaug,none,,,,,,,no_mix
rotationaug,6,1.4114634700567847,75.00416736122688,0.9376439585521265,79.48030762060125,rotationaug,none,,,,,,,no_mix
rotationaug,7,1.2265210380592353,77.10451741956993,0.8293444198957554,80.936844558378,rotationaug,none,,,,,,,no_mix
rotationaug,8,1.091792561467796,78.39639939989998,0.7485877019601723,81.92728967606618,rotationaug,none,,,,,,,no_mix
rotationaug,9,0.9785940396346576,80.17169528254709,0.6867076415638912,82.64973199720345,rotationaug,none,,,,,,,no_mix
rotationaug,10,0.8802165318914484,81.77196199366561,0.6547731039991359,83.04591004427873,rotationaug,none,,,,,,,no_mix
rotationaug,11,0.8129705702747816,82.84714119019837,0.6250224979266618,83.17408529480308,rotationaug,none,,,,,,,no_mix
rotationaug,12,0.7505952269261152,83.78896482747125,0.6028200756889545,83.55861104637614,rotationaug,none,,,,,,,no_mix
rotationaug,13,0.6976087765209594,84.605767627938,0.5896693212575942,83.25565136331858,rotationaug,none,,,,,,,no_mix
rotationaug,14,0.6579605859505134,85.40590098349725,0.5686626996548964,84.03635516196691,rotationaug,none,,,,,,,no_mix
rotationaug,15,0.6147352026132449,86.4394065677613,0.552516456418203,84.4441855045444,rotationaug,none,,,,,,,no_mix
rotationaug,16,0.5717158668695798,87.22287047841307,0.5418564276910834,84.14122582148683,rotationaug,none,,,,,,,no_mix
rotationaug,17,0.5428825056757564,87.60626771128521,0.5366237658396992,84.52575157305989,rotationaug,none,,,,,,,no_mix
rotationaug,18,0.5054317847463087,88.8648108018003,0.5274979640861903,84.63062223257982,rotationaug,none,,,,,,,no_mix
rotationaug,19,0.4828779072558051,89.08984830805134,0.5289130814771112,84.63062223257982,rotationaug,none,,,,,,,no_mix
rotationaug,20,0.4631751208707558,89.69828304717453,0.5211709122353849,84.58401305057096,rotationaug,none,,,,,,,no_mix
basic_mixup,1,4.650730330261673,5.711899761593856,4.233015750399616,24.44651596364484,basic,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
basic_mixup,2,4.258187856171842,22.6589769823232,3.427339252239895,51.5847121883011,basic,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
basic_mixup,3,3.820523486731152,33.88544350891109,2.628106462235941,61.57072943369844,basic,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
basic_mixup,4,3.4596111852340967,39.76299024602183,2.064989781774193,68.18923327895595,basic,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
basic_mixup,5,3.2159975292404845,43.37506885021699,1.6500627218051769,70.76439058494523,basic,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
basic_mixup,6,2.9603827135982983,47.33727841816089,1.3686952853475076,73.75903052901421,basic,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
basic_mixup,7,2.84570808153507,48.578448314231096,1.2228122429535455,76.49731997203449,basic,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
basic_mixup,8,2.7100387459338595,50.81168386791408,1.0973943764444998,78.0121183873223,basic,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
basic_mixup,9,2.6529800251615625,51.721603050846966,0.9696468046649968,78.99091120950827,basic,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
basic_mixup,10,2.58609313145342,52.81321359326346,0.9319159299642216,79.9347471451876,basic,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
basic_mixup,11,2.516592431652643,54.232622122474105,0.8635000613457505,80.72710323933815,basic,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
basic_mixup,12,2.485801082508706,53.97335478556249,0.8271734602132952,80.98345374038685,basic,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
basic_mixup,13,2.4555891359382955,54.8784785761335,0.7955554891955017,81.41458867396877,basic,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
basic_mixup,14,2.4029811608391936,56.1925463666636,0.7633070277323175,82.61477511069681,basic,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
basic_mixup,15,2.415241109031223,55.64176644241368,0.7332045242409139,82.54486133768353,basic,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
basic_mixup,16,2.3480707802441065,57.331358354879,0.716643967305661,82.66138429270566,basic,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
basic_mixup,17,2.312765583313988,57.89699059960312,0.6953184227931196,83.45374038685621,basic,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
basic_mixup,18,2.275955047303785,59.10502430308063,0.6864963066352884,83.41878350034956,basic,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
basic_mixup,19,2.284906379738178,58.43766653724075,0.684305269126152,83.38382661384293,basic,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
basic_mixup,20,2.246457102160033,59.71149917505465,0.6721720296557037,83.39547890934514,basic,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
basic_cutmix,1,4.689027707404664,4.018937354514443,4.330129830216617,20.403169424376603,basic,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
basic_cutmix,2,4.376020811939065,17.608093689243724,3.6265320347283887,48.28711256117455,basic,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
basic_cutmix,3,4.025253156002888,27.542844984952847,2.8940425205275164,60.18410626893498,basic,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
basic_cutmix,4,3.720619487969115,32.794254671962776,2.321810411367903,66.75600093218364,basic,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
basic_cutmix,5,3.450791470546249,37.43991411940255,1.8431564133863465,69.21463528315078,basic,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
basic_cutmix,6,3.2271196569158827,40.28468881053941,1.548896527934869,72.34910277324633,basic,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
basic_cutmix,7,3.08005734292005,41.461863874102285,1.3295631347850496,75.21556746679096,basic,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
basic_cutmix,8,2.940925486824238,44.30071376293367,1.1909589622160184,76.43905849452342,basic,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
basic_cutmix,9,2.845113417648796,45.17687787329992,1.038825582093888,78.0936844558378,basic,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
basic_cutmix,10,2.7848301253769474,45.97061965817647,0.978897056346783,79.16569564204148,basic,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
basic_cutmix,11,2.696842748813976,47.84180753924552,0.9161121007502148,80.4357958517828,basic,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
basic_cutmix,12,2.6493282590752583,47.8997424647837,0.8655299976471559,80.89023537636915,basic,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
basic_cutmix,13,2.6097536496389586,48.50232283213232,0.8303362693549925,81.36797949195991,basic,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
basic_cutmix,14,2.553596481479671,49.58322949259607,0.7857057282458483,81.62432999300863,basic,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
basic_cutmix,15,2.5210626880851144,49.98811401735532,0.7628188471615217,82.33512001864368,basic,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
basic_cutmix,16,2.505174094109679,50.21332693549471,0.7404522693148862,82.57981822419016,basic,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
basic_cutmix,17,2.450219239368302,51.07317192640097,0.7170247570308764,83.25565136331858,basic,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
basic_cutmix,18,2.4297747102493563,51.91320916102943,0.697163861452408,83.74504777441156,basic,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
basic_cutmix,19,2.382518913213721,52.52665011558044,0.6922227609438153,83.13912840829643,basic,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
basic_cutmix,20,2.39217977282166,52.07791544259297,0.6769218019354568,83.83826613842928,basic,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
morejitter_mixup,1,4.6517974144817495,5.618162919609539,4.233858155526361,24.44651596364484,morejitter,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
morejitter_mixup,2,4.2611286318248505,22.263051448473583,3.428916025539568,51.16522955022139,morejitter,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
morejitter_mixup,3,3.824481519227585,33.86267774102681,2.632943044423335,61.36098811465859,morejitter,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
morejitter_mixup,4,3.463624988203944,39.37586881670018,2.063287761933152,68.0610580284316,morejitter,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
morejitter_mixup,5,3.2214322342119885,43.296962196605534,1.6482321118675058,70.77604288044745,morejitter,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
morejitter_mixup,6,2.9633106190992566,46.90933389085996,1.363377090073832,73.95711955255186,morejitter,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
morejitter_mixup,7,2.8516169414656978,48.214239382183926,1.227558563261759,76.74201817758099,morejitter,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
morejitter_mixup,8,2.71711027258574,50.85094734968564,1.0966984500587196,78.08203216033559,morejitter,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
morejitter_mixup,9,2.6579322420690312,51.56273345662086,0.9750291977248752,79.16569564204148,morejitter,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
morejitter_mixup,10,2.588156518866209,52.85732935570797,0.9334874676952436,80.08622698671638,morejitter,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
morejitter_mixup,11,2.520146316559161,54.15328889061849,0.8696647912187472,80.79701701235143,morejitter,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
morejitter_mixup,12,2.492142025401819,54.08412357246378,0.838210930123637,81.29806571894663,morejitter,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
morejitter_mixup,13,2.4582337829585392,54.79153066645292,0.7939062699713759,81.32137030995106,morejitter,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
morejitter_mixup,14,2.407315752569448,55.57106674453842,0.7653910282107673,82.5215567466791,morejitter,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
morejitter_mixup,15,2.42353616843404,55.38847036424206,0.7407357961849242,82.6031228151946,morejitter,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
morejitter_mixup,16,2.352732855452162,57.03395138979069,0.7180784923634144,82.62642740619903,morejitter,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
morejitter_mixup,17,2.320131835072691,57.55983336402332,0.6983893846012557,83.51200186436728,morejitter,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
morejitter_mixup,18,2.283851204404912,58.79933724776592,0.692886289572888,83.19738988580751,morejitter,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
morejitter_mixup,19,2.290513906822262,58.41521755473693,0.6857310127431322,83.22069447681193,morejitter,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
morejitter_mixup,20,2.2507738174448653,59.34590806278116,0.6747557912720747,83.37217431834071,morejitter,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
morejitter_cutmix,1,4.689398731225967,4.315825131675857,4.333569924610807,20.414821719878816,morejitter,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
morejitter_cutmix,2,4.377534258343773,17.4249302897209,3.6244092513230872,48.31041715217898,morejitter,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
morejitter_cutmix,3,4.031538216545893,27.6865521711633,2.887180347482632,60.23071545094383,morejitter,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
morejitter_cutmix,4,3.723948524999388,32.92313839083725,2.32439174359841,66.66278256816592,morejitter,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
morejitter_cutmix,5,3.456681745849981,37.21050045197796,1.8508065848660564,69.10976462363085,morejitter,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
morejitter_cutmix,6,3.231020895396298,39.96025007144048,1.552213966193607,72.10440456769983,morejitter,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
morejitter_cutmix,7,3.083886855521745,41.19413151288392,1.3356844302352784,75.37869960382196,morejitter,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
morejitter_cutmix,8,2.947595061491203,43.7876364810802,1.1928115820334635,76.60219063155442,morejitter,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
morejitter_cutmix,9,2.85175983801268,44.83628180563047,1.0399262227814283,77.96550920531345,morejitter,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
morejitter_cutmix,10,2.787978350828044,46.07963299740011,0.9790595296628825,79.38708925658355,morejitter,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
morejitter_cutmix,11,2.705260939788056,47.412499732895576,0.9166203206776184,80.03961780470753,morejitter,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
morejitter_cutmix,12,2.651498189825359,47.9978269457005,0.868781192031559,80.98345374038685,morejitter,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
morejitter_cutmix,13,2.6127595860553914,48.34351145312055,0.8240033657338007,81.42624096947098,morejitter,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
morejitter_cutmix,14,2.5562128132831097,49.680957003675694,0.7849406457480727,81.6825914705197,morejitter,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
morejitter_cutmix,15,2.528059484044956,49.69833507274594,0.7614563417529149,82.31181542763925,morejitter,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
morejitter_cutmix,16,2.5157199793009783,49.7989827931037,0.7416238919945759,82.6846888837101,morejitter,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
morejitter_cutmix,17,2.459523025205243,50.7090611974338,0.7151770399628583,83.55861104637614,morejitter,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
morejitter_cutmix,18,2.436218628030476,51.67456045634516,0.6978712001482498,83.69843859240271,morejitter,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
morejitter_cutmix,19,2.3844250705882417,52.33649499087424,0.6924043700873393,83.34886972733628,morejitter,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
morejitter_cutmix,20,2.4002865194022447,52.24585156199503,0.679097586163161,83.55861104637614,morejitter,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
rotationaug_mixup,1,4.655171807437444,5.547667933471464,4.244505207401366,22.803542297832674,rotationaug,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
rotationaug_mixup,2,4.270689777820025,22.105317968587464,3.4379981193084648,50.65252854812398,rotationaug,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
rotationaug_mixup,3,3.836247420465972,33.524806996265106,2.650468208883726,61.058028431601024,rotationaug,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
rotationaug_mixup,4,3.47832117197533,39.22139633233187,2.0722242237887607,67.95618736891167,rotationaug,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
rotationaug_mixup,5,3.2375736339904204,42.71156751167121,1.6652320110556185,70.26334187835003,rotationaug,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
rotationaug_mixup,6,2.980538099005652,46.55802740610232,1.361755581981123,73.66581216499651,rotationaug,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
rotationaug_mixup,7,2.8640444800940768,47.75284597629889,1.2381596716098702,76.05453274295036,rotationaug,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
rotationaug_mixup,8,2.732360793225148,50.3995573366369,1.1029432755865658,77.95385690981124,rotationaug,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
rotationaug_mixup,9,2.6734567492142145,50.72738327890681,0.9626680477130556,79.03752039151713,rotationaug,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
rotationaug_mixup,10,2.603038535592635,52.21436385281466,0.9290952501917076,79.65509205313447,rotationaug,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
rotationaug_mixup,11,2.531131625890851,53.81084260582087,0.8657517089929316,80.6804940573293,rotationaug,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
rotationaug_mixup,12,2.506589675947197,53.70968108469295,0.830731734268817,81.26310883244,rotationaug,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
rotationaug_mixup,13,2.477457981941044,54.45766146659965,0.7989765911412333,81.14658587741785,rotationaug,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
rotationaug_mixup,14,2.426070532673179,55.10935838883107,0.7714017383759463,82.24190165462596,rotationaug,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
rotationaug_mixup,15,2.4429681404846315,54.434908874910505,0.7404210026156955,82.2768585411326,rotationaug,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
rotationaug_mixup,16,2.37087599339734,56.62477736552194,0.7225661369310173,82.33512001864368,rotationaug,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
rotationaug_mixup,17,2.340326498301551,57.40443888088856,0.700502064269174,83.23234677231414,rotationaug,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
rotationaug_mixup,18,2.304239546225297,58.13887910230493,0.6910242268434079,83.278955954323,rotationaug,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
rotationaug_mixup,19,2.3125709386483138,57.36107530312913,0.6906111670787782,82.96434397576323,rotationaug,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
rotationaug_mixup,20,2.276098709838512,58.45622467655533,0.6725994008830921,83.45374038685621,rotationaug,mixup,1.0,1.0,,,,,mixup_alpha1.0_p1.0
rotationaug_cutmix,1,4.693083505587571,3.988505551307871,4.345057626282855,18.597063621533444,rotationaug,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
rotationaug_cutmix,2,4.387367625776222,16.85230847892166,3.636141084563452,47.04031694243766,rotationaug,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
rotationaug_cutmix,3,4.042207177310491,27.220902543068373,2.9080743520194847,59.438359356793285,rotationaug,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
rotationaug_cutmix,4,3.740550364389243,32.30384240007264,2.3390224988964494,65.99860172453974,rotationaug,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
rotationaug_cutmix,5,3.474002496662448,36.71807692332226,1.863146491218519,68.900023304591,rotationaug,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
rotationaug_cutmix,6,3.252255844740018,39.43594426930421,1.5457576038231249,72.08109997669541,rotationaug,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
rotationaug_cutmix,7,3.104022285067493,40.862541084919314,1.3453316364886183,75.15730598927989,rotationaug,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
rotationaug_cutmix,8,2.969346741792221,43.34540201454702,1.2009523081851712,76.15940340247029,rotationaug,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
rotationaug_cutmix,9,2.874975308356116,44.48677112639522,1.0354631005592545,77.95385690981124,rotationaug,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
rotationaug_cutmix,10,2.8114964560600773,45.06993525812977,0.9810374483198754,79.00256350501049,rotationaug,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
rotationaug_cutmix,11,2.7255166119427496,47.16074131509165,0.916553516150132,79.89979025868097,rotationaug,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
rotationaug_cutmix,12,2.6758633197635624,47.51519641693046,0.8646974782514784,80.5989279888138,rotationaug,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
rotationaug_cutmix,13,2.640665612870165,47.79049158862785,0.8303103601424129,81.16989046842228,rotationaug,cutmix,1.0,1.0,,,,,cutmix_alpha1.0_p1.0
